Defendant_Sex,Defendant_Race,Defendant_Age,Defendant_IndigencyStatus,WhetherDefendantWasReleasedPretrial,DaysBetweenContactEventAndPretrialRelease,PretrialReleaseType2,BondTypeAtInitialContact,BondAmountAtInitialContact,BondTypeAtRelease_v1,BondAmountAtRelease,Indicator_PresumptiveDenialOfBail_19.2_120,PriorArrests,Locality_JudicialCircuit,Locality_MagisterialRegion,FollowUp_ChargedWithNewFTA,FollowUp_ArrestedforNewOff,CrimeCommission2021ReportClassificationofDefendants,VPRAI_TotalPoints_Opt1,VPRAI_TotalPoints_Opt2,PSA_FTA_TotalPoints,PSA_NCA_TotalPoints,PSA_NVCA_TotalPoints
M,W,41,1,1,0,3,2,2500,2,2500,0,1,   27.00,    1.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,4,5,0,0,0
M,B,26,0,0,999,0,1, ,1, ,0,13,    6.00,    3.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,1,5,2
M,B,33,0,1,0,1,3,1500,3,1500,0,6,   10.00,    3.00,0,1,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,3,4,2,3,1
M,W,63,0,0,999,0,1, ,1, ,0,15,   15.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,7,8,1,5,3
M,B,25,1,0,999,0,1, ,1, ,0,24,   15.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,4,5,4,9,3
M,B,43,1,1,3,3,2,500,2,500,0,12,   14.00,    6.00,1,1,New criminal offense punishable by incarceration_Released on Secured Bond,6,7,1,4,2
M,B,33,0,1,50,3,2,1000,2,3500,0,19,   14.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,2,4,1
F,W,42,0,1,0,3,2,1000,2,1000,0,7,   14.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,9,10,1,4,1
M,B,33,0,1,0,3,2,2000,2,2000,0,46,   21.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,8,9,2,6,3
M,B,37,0,1,14,3,1, ,2,10000,0,6,   21.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,6,7,2,4,1
M,W,27,0,0,999,0,1, ,1, ,0,7,   30.00,    1.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,1,1,1
M,B,27,1,1,2,6,1, ,2,5000,0,3,   16.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,9,10,1,2,2
F,W,38,1,1,0,1,3,10000,3,10000,0,32,   10.00,    3.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,8,9,2,6,3
M,B,57,0,0,999,0,1, ,1, ,0,21,   10.00,    3.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,6,7,1,4,1
M,W,29,1,1,0,1,3,2500,3,2500,0,0,   10.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,31,0,1,0,1,2,5000,3,5000,0,0,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,0,0,0
F,W,45,1,1,10,3,1, ,2,2500,2,7,   24.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,3,6,2
M,B,24,0,1,1,1,1, ,3,5000,0,10,   15.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,9,10,3,8,3
F,W,29,1,1,0,3,2,1500,2,1500,0,9,   21.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,1,1,1
M,W,43,1,1,8,3,1, ,2,5000,0,37,   27.00,    1.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,1,4,1
F,B,40,0,1,0,3,2,2500,2,2500,0,1,   23.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
F,W,42,0,1,0,1,3,5000,3,5000,0,3,   26.00,    4.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,1,0,0
F,W,52,1,1,1,3,2,1000,2,1000,1,1,   29.00,    1.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,0
F,W,25,1,1,0,1,3,2000,3,2000,0,4,   26.00,    4.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,8,9,2,5,3
M,W,23,1,0,999,0,1, ,1, ,1,3,   26.00,    4.00,0,1,Defendant Detained Entire Pre-Trial Period_Held Without Bond,0,1,1,3,1
M,B,29,1,0,999,0,1, ,1, ,2,10,   15.00,    6.00,0,1,Defendant Detained Entire Pre-Trial Period_Held Without Bond,5,6,1,5,5
M,W,26,1,0,999,0,1, ,1, ,0,4,   15.00,    6.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,7,8,4,7,2
M,W,26,0,0,999,0,1, ,1, ,0,10,   15.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,9,10,6,9,2
F,W,52,1,1,0,1,3,15000,3,15000,0,4,   26.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,0,0,2
M,W,27,0,1,0,1,4, ,4, ,0,15,   30.00,    1.00,1,1,Contact Event was for new criminal offense NOT punishable by incarceration,8,9,3,7,2
M,B,27,0,1,0,1,3,2000,3,2000,0,5,   16.00,    4.00,0,1,Contact Event was for new criminal offense NOT punishable by incarceration,8,9,2,5,3
F,W,36,1,0,999,0,1, ,1, ,0,32,    1.00,    8.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,7,8,4,5,1
M,B,23,0,0,999,0,1, ,1, ,0,20,    1.00,    8.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,9,10,3,8,3
F,B,28,0,0,999,0,1, ,1, ,0,5,    1.00,    8.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,3,4,4,2,1
F,W,26,0,0,999,0,1, ,1, ,0,15,    1.00,    8.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,7,8,6,9,2
F,W,41,0,1,0,1,3,2500,3,2500,0,6,   22.00,    2.00,1,1,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,2,1,1
M,W,31,0,1,777,4,1, ,3,0,0,4,    8.00,    8.00,0,1,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,2,4,2
M,B,23,1,1,32,3,1, ,2,1000,0,7,    8.00,    8.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,2,4,2
M,B,34,1,1,51,6,1, ,2,0,1,8,    7.00,    8.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,1,1,1
M,B,30,1,0,999,0,1, ,1, ,0,26,    4.00,    7.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,8,9,6,10,3
M,B,24,0,1,0,1,3,500,3,500,9,0,    4.00,    7.00,1,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,B,25,0,0,999,0,1, ,1, ,2,21,    4.00,    7.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,8,9,5,10,6
M,B,34,9,0,999,0,1, ,1, ,2,19,    4.00,    7.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,12,13,3,7,2
F,B,50,0,0,999,0,1, ,1, ,0,27,    4.00,    7.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,7,8,2,4,1
M,B,34,1,1,0,3,2,1500,2,1500,0,25,    4.00,    7.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,10,11,5,9,3
M,B,41,0,0,999,0,1, ,1, ,0,49,    3.00,    7.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,8,9,2,6,3
M,B,19,1,1,0,1,3,1500,3,1500,0,1,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,3,4
M,W,53,0,1,4,3,1, ,2,20000,2,22,   27.00,    1.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,8,9,2,8,5
M,B,44,0,0,999,0,1, ,1, ,0,5,   27.00,    1.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,1,3,2
M,B,34,1,1,0,1,3,1000,3,1000,0,4,   13.00,    6.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,5,6,2,1,1
M,B,40,1,1,0,3,2,1500,2,1500,0,14,   13.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,2,2,1
M,B,36,1,0,999,0,1, ,1, ,0,11,   13.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,9,10,7,6,2
M,B,38,0,0,999,0,2,1000,1, ,0,3,   23.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,3,4,5,5,1
F,W,31,1,1,14,1,1, ,3,1500,0,28,   23.00,    2.00,1,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,12,13,3,8,3
M,W,29,0,1,21,3,1, ,2,20000,1,4,    5.00,    8.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,2,1,1
M,B,25,0,0,999,0,1, ,1, ,0,7,    2.00,    7.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,1,1,1
M,W,50,0,0,999,0,1, ,1, ,0,23,    2.00,    7.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,8,9,3,7,2
M,B,26,0,1,4,6,1, ,2,2500,2,11,    2.00,    7.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,7,8,1,6,3
M,W,47,0,1,0,3,2,2500,2,2500,0,37,    2.00,    7.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,12,13,2,8,3
M,W,43,0,1,0,1,3,2500,3,2500,0,0,    2.00,    7.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,0,0,0
M,B,23,1,0,999,0,1, ,1, ,0,18,   24.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,8,9,2,7,2
F,W,27,1,0,999,0,1, ,1, ,0,12,   17.00,    5.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,3,4,1
M,B,48,0,0,999,0,2,10000,1, ,0,7,   17.00,    5.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,1,4,1
M,W,61,1,1,9,6,2,5000,2,5000,1,2,   17.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,3,1
M,B,50,0,0,999,0,2,3500,1, ,0,5,   17.00,    5.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,1,5,2
M,W,41,0,1,1,3,2,1500,2,1500,1,21,   24.00,    2.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,7,8,1,6,3
M,W,44,0,0,999,0,1, ,1, ,0,3,   25.00,    2.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,2,3,1,4,1
M,B,33,0,0,999,0,1, ,1, ,2,9,   24.00,    2.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,7,8,2,7,2
M,W,41,0,0,999,0,1, ,1, ,0,11,   27.00,    1.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,7,8,3,7,3
F,W,49,9,1,0,3,2,1000,2,1000,0,1,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,1,1,1
M,W,44,0,1,0,1,3,7500,3,7500,0,7,   12.00,    3.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,8,9,3,8,3
M,W,25,0,0,999,0,1, ,1, ,0,45,   12.00,    3.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,7,8,3,8,3
F,W,32,1,1,34,1,2,11314.52,3,1000,0,14,   12.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,7,8,2,4,1
M,W,23,0,1,1,3,2,2000,2,2000,0,3,   12.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,3,1
M,B,53,1,1,43,1,1, ,3,2500,0,26,   11.00,    3.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,9,10,3,8,3
M,W,38,0,0,999,0,1, ,1, ,0,5,   20.00,    4.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,3,3,2
F,B,35,0,0,999,0,2,2500,1, ,0,9,   20.00,    4.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,3,5,1
M,W,34,0,0,999,0,1, ,1, ,0,36,   27.00,    1.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,2,8,3
M,W,18,0,1,0,1,3,25000,3,25000,0,0,   22.00,    2.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,0
M,W,32,1,0,999,0,1, ,1, ,2,13,   27.00,    1.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,7,8,2,8,6
M,W,25,1,0,999,0,1, ,1, ,2,12,   16.00,    4.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,7,8,1,6,5
M,B,22,0,0,999,0,1, ,1, ,0,7,    6.00,    3.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,7,8,1,6,2
M,W,42,0,0,999,0,1, ,1, ,2,10,   10.00,    3.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,0,1,0,0,2
F,B,24,1,0,999,0,1, ,1, ,0,6,   14.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,3,4,4,5,2
F,B,46,9,1,1,9,2,78000,7, ,0,13,   14.00,    6.00,0,0,Defendant could not be classified or tracked due to insufficeint data,2,3,2,4,1
M,A,32,1,0,999,0,1, ,1, ,2,4,   14.00,    6.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,3,4,1,2,4
M,B,37,0,0,999,0,1, ,1, ,0,26,   21.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,8,9,3,9,4
M,W,60,1,1,1,3,2,7500,2,7500,1,5,   21.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,2,2,1
M,W,33,0,0,999,0,1, ,1, ,0,14,   21.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,3,5,1
M,B,23,1,1,0,3,2,2500,2,2500,1,1,   21.00,    2.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,1,1,1
M,W,78,0,1,9,6,1, ,2,15000,2,0,    9.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
M,B,21,0,0,999,0,1, ,1, ,0,5,   20.00,    4.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,1,5,2
M,W,39,0,1,1,3,1, ,2,2500,1,13,    9.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,8,9,5,8,2
M,W,29,0,1,0,1,3,5000,3,5000,0,7,    9.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,5,6,2,6,2
M,W,45,1,1,28,3,1, ,2,10000,1,16,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,10,11,2,4,1
M,W,65,0,1,0,3,2,3000,2,3000,0,0,   16.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
M,B,32,1,1,58,1,1, ,3,5000,0,8,   31.00,    5.00,1,1,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,8,9,2,8,3
F,W,33,1,1,1,4,1, ,3,0,0,22,   31.00,    5.00,1,1,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,7,8,2,6,3
M,W,31,0,0,999,0,1, ,1, ,0,11,   31.00,    5.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,8,9,2,8,4
F,W,21,1,1,42,3,1, ,2,2000,0,14,   27.00,    1.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,3,1
F,W,32,0,0,999,0,1, ,1, ,0,37,   23.00,    2.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,12,13,7,9,2
M,W,42,0,1,1,3,2,4000,2,4000,0,0,   29.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,0,0,0
M,W,21,1,1,0,4,3,3500,3,3500,0,0,   28.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,0,2,0
F,W,41,0,0,999,0,1, ,1, ,0,7,   15.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,1,4,1
F,W,54,0,0,999,0,1, ,1, ,0,11,   15.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,1,4,1
F,B,26,1,0,999,0,1, ,1, ,0,9,   15.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,8,9,4,5,2
M,W,22,0,0,999,0,1, ,1, ,0,6,   15.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,1,5,1
M,B,34,1,0,999,0,1, ,1, ,0,18,   15.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,3,6,2
F,W,34,0,0,999,0,1, ,1, ,0,10,   29.00,    1.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,1,4,1
M,W,67,1,0,999,0,1, ,1, ,2,3,   28.00,    1.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,2,3,1,1,3
M,W,41,0,0,999,0,1, ,1, ,0,17,   28.00,    1.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,3,5,1
M,W,26,1,1,0,1,3,1000,3,1000,0,13,   30.00,    1.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,9,10,2,7,3
M,W,45,99,9,888,9,1, ,9, ,0,13,   18.00,    5.00, , ,Defendant could not be classified or tracked due to insufficeint data,6,7,2,7,2
F,W,30,1,1,0,1,3,3000,3,3000,0,3,   28.00,    1.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,2,4
M,W,37,0,0,999,0,1, ,1, ,0,2,   28.00,    1.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,3,2,1
F,W,46,0,0,999,0,1, ,1, ,0,3,   28.00,    1.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,1,2,1
M,B,47,1,0,999,0,1, ,1, ,0,16,    1.00,    8.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,8,9,2,5,2
M,B,26,1,1,1,3,2,1000,2,1000,0,4,    1.00,    8.00,1,1,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,1,1,1
M,B,40,0,1,0,3,2,2500,2,2500,0,20,   22.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,1,3,4
M,B,28,0,0,999,0,1, ,1, ,2,21,   15.00,    6.00,1,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,8,9,4,7,3
M,W,21,0,0,999,0,1, ,1, ,1,17,   15.00,    6.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,6,7,5,8,1
M,B,40,1,1,69,1,1, ,3,1500,2,20,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,8,9,7,9,2
M,B,19,0,0,999,0,1, ,1, ,0,11,   15.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,1,7,2
F,B,46,0,0,999,0,1, ,1, ,0,39,    8.00,    8.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,10,11,3,8,3
F,B,22,1,1,0,3,2,1000,2,1000,0,0,    8.00,    8.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,0,2,0
F,W,45,0,1,0,1,3,2000,3,2000,0,0,   24.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,0,0,0
F,W,29,0,1,24,3,1, ,2,2500,0,19,   24.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,9,10,6,10,3
M,B,51,1,1,0,3,2,7000,2,7000,1,42,   11.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,6,7,2,5,2
M,B,27,1,0,999,0,1, ,1, ,2,19,   11.00,    3.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,9,10,2,9,6
M,B,24,0,1,0,3,2,5000,2,5000,0,8,   11.00,    3.00,1,1,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,3,6,2
M,B,49,1,0,999,0,1, ,1, ,2,30,   11.00,    3.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,3,4,2,6,3
M,B,56,0,0,999,0,2,10000,1, ,0,38,    3.00,    7.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,8,9,2,5,2
M,B,24,0,1,0,6,2,10000,2,10000,0,12,    3.00,    7.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,7,8,6,9,2
M,W,32,0,0,999,0,1, ,1, ,0,31,    3.00,    7.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,8,9,3,8,3
M,W,24,0,1,1,9,1, ,7, ,0,5,   13.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,3,8,3
M,B,38,0,1,0,3,2,1500,2,1500,1,13,   13.00,    6.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,6,7,1,4,2
F,B,27,99,0,999,0,1, ,1, ,9,29,   13.00,    6.00, , ,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,7,8,6,6,2
M,B,29,0,1,8,6,1, ,2,10000,2,21,   13.00,    6.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,7,8,4,7,5
M,W,35,0,1,1,6,1, ,2,20000,2,1,   23.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,1,3
M,B,47,0,0,999,0,1, ,1, ,0,27,    5.00,    8.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,7,8,1,6,3
M,W,32,0,0,999,0,1, ,1, ,0,40,    5.00,    8.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,8,9,2,6,3
M,W,37,0,0,999,0,1, ,1, ,0,18,    9.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,7,8,2,5,2
M,W,37,1,0,999,0,1, ,1, ,2,35,   26.00,    4.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,7,8,1,6,5
F,W,40,0,0,999,0,1, ,1, ,9,1,   16.00,    4.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,3,2,1
M,B,30,1,1,0,3,2,5000,2,5000,0,5,   17.00,    5.00,0,1,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,8,9,3,6,2
M,B,31,1,1,0,4,3,3000,3,3000,0,0,   17.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,0,0,0
F,B,48,1,1,2,3,2,1000,2,500,0,6,   17.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,4,5,2,6,2
M,W,49,1,0,999,0,1, ,1, ,0,72,   27.00,    1.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,10,11,3,9,4
M,W,22,1,1,0,1,3,5000,3,5000,0,5,   12.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,2,6,2
M,B,25,1,1,12,3,1, ,2,1000,0,10,   11.00,    3.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,1,3,1
F,W,28,0,1,0,1,3,1000,3,1000,0,3,   15.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,0,2,0
F,B,48,1,1,6,3,1, ,2,5000,0,8,   27.00,    1.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,3,5,1
M,W,21,0,0,999,0,1, ,1, ,0,3,   16.00,    4.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,3,4,0,2,2
M,W,30,1,0,999,0,1, ,1, ,0,19,   26.00,    4.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,7,8,2,4,1
M,W,32,1,1,0,3,2,2500,2,2500,0,10,   26.00,    4.00,1,1,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,4,4,1
M,W,47,1,1,0,4,3,10000,3,10000,0,76,   26.00,    4.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,1,5,2
F,W,33,1,1,16,3,1, ,2,5000,0,27,   27.00,    1.00,1,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,4,5,3,8,3
F,W,33,1,0,999,0,1, ,1, ,0,7,   15.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,3,5,1
M,B,34,1,1,13,6,1, ,2,20000,2,4,   14.00,    6.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,4,5,2,4,4
F,W,41,0,0,999,0,1, ,1, ,0,15,   14.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,7,8,1,5,2
M,W,20,0,1,0,1,3,2500,3,2500,0,2,   21.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,3,1
M,B,30,0,0,999,0,1, ,1, ,0,5,   15.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,0,0,0
F,W,34,0,0,999,0,1, ,1, ,0,21,   20.00,    4.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,9,10,3,7,2
F,W,39,1,1,126,1,1, ,3,0,1,38,    9.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,6,7,3,6,2
M,W,26,1,1,23,3,1, ,2,7500,1,2,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,0
